[187/500][0/12]	Loss_D: 0.3010	Loss_G: 5.9653	D(x): 0.9822	D(G(z)): 0.2278 / 0.0055
[188/500][0/12]	Loss_D: 0.1194	Loss_G: 4.9952	D(x): 0.9693	D(G(z)): 0.0811 / 0.0105
[189/500][0/12]	Loss_D: 0.0858	Loss_G: 4.7708	D(x): 0.9455	D(G(z)): 0.0262 / 0.0148
[190/500][0/12]	Loss_D: 0.0834	Loss_G: 4.9473	D(x): 0.9477	D(G(z)): 0.0272 / 0.0123
[191/500][0/12]	Loss_D: 0.3118	Loss_G: 6.4258	D(x): 0.9076	D(G(z)): 0.1771 / 0.0030
[192/500][0/12]	Loss_D: 0.2319	Loss_G: 5.1859	D(x): 0.9854	D(G(z)): 0.1707 / 0.0103
[193/500][0/12]	Loss_D: 0.6166	Loss_G: 8.5946	D(x): 0.9937	D(G(z)): 0.3932 / 0.0007
[194/500][0/12]	Loss_D: 1.7130	Loss_G: 15.9419	D(x): 0.9990	D(G(z)): 0.7239 / 0.0000
[195/500][0/12]	Loss_D: 1.1105	Loss_G: 2.3125	D(x): 0.4902	D(G(z)): 0.0426 / 0.1947
[196/500][0/12]	Loss_D: 0.4075	Loss_G: 5.5498	D(x): 0.8618	D(G(z)): 0.1829 / 0.0076
[197/500][0/12]	Loss_D: 0.1509	Loss_G: 4.7174	D(x): 0.9290	D(G(z)): 0.0579 / 0.0146
